# legacy_path	class	counterparts	symbol_hits	target_evidence	notes
engine/sources/stage_gbuffer.h	BASENAME	sources/vostok/render/engine/sources/stage_gbuffer.h;sources/vostok/render/engine/sources/stage_gbuffer.cpp	stage_gbuffer.h:1	target_evidence=1/1:stage_gbuffer	stubs_in_counterpart=16
engine/sources/stage_light_propagation_volumes.cpp	BASENAME	sources/vostok/render/engine/sources/stage_light_propagation_volumes.h;sources/vostok/render/engine/sources/stage_light_propagation_volumes.cpp	options.h:1;stage_light_propagation_volumes.h:1;backend.h:1	target_evidence=5/6:backend,effect_manager,math,options,stage_light_propagation_volumes	stubs_in_counterpart=28
engine/sources/stage_light_propagation_volumes.h	BASENAME	sources/vostok/render/engine/sources/stage_light_propagation_volumes.h;sources/vostok/render/engine/sources/stage_light_propagation_volumes.cpp	stage_light_propagation_volumes.h:1	target_evidence=1/1:stage_light_propagation_volumes	stubs_in_counterpart=28
engine/sources/stage_lights.cpp	BASENAME	sources/vostok/render/engine/sources/stage_lights.cpp;sources/vostok/render/engine/sources/stage_lights.h	stage_lights.h:1;statistics.h:1;stage_particles.h:1	target_evidence=9/11:backend,effect_manager,math,particle_shader_constants,resource_manager	stubs_in_counterpart=25
engine/sources/stage_lights.h	BASENAME	sources/vostok/render/engine/sources/stage_lights.cpp;sources/vostok/render/engine/sources/stage_lights.h	stage_lights.h:4	target_evidence=2/4:light_geometry,stage_lights	stubs_in_counterpart=25
engine/sources/stage_particles.cpp	BASENAME	sources/vostok/render/engine/sources/stage_particles.h;sources/vostok/render/engine/sources/stage_particles.cpp	stage_particles.h:2;backend.h:1;statistics.h:1	target_evidence=4/4:backend,particle_shader_constants,stage_particles,statistics	stubs_in_counterpart=8
engine/sources/stage_particles.h	BASENAME	sources/vostok/render/engine/sources/stage_particles.h;sources/vostok/render/engine/sources/stage_particles.cpp	stage_particles.h:2	target_evidence=2/2:particle_shader_constants,stage_particles	stubs_in_counterpart=8
engine/sources/stage_postprocess.cpp	BASENAME	sources/vostok/render/engine/sources/stage_postprocess.h;sources/vostok/render/engine/sources/stage_postprocess.cpp	stage_postprocess.h:4;backend.h:1;resource_manager.h:1	target_evidence=8/10:backend,bloom_shader_constants,dof_shader_constants,effect_manager,math	stubs_in_counterpart=29
engine/sources/stage_postprocess.h	BASENAME	sources/vostok/render/engine/sources/stage_postprocess.h;sources/vostok/render/engine/sources/stage_postprocess.cpp	stage_postprocess.h:4	target_evidence=4/4:bloom_shader_constants,dof_shader_constants,scene_shader_constants,stage_postprocess	stubs_in_counterpart=29
engine/sources/stage_pre_lighting.cpp	BASENAME	sources/vostok/render/engine/sources/stage_pre_lighting.h;sources/vostok/render/engine/sources/stage_pre_lighting.cpp	backend.h:1;stage_pre_lighting.h:1	target_evidence=2/2:backend,stage_pre_lighting	stubs_in_counterpart=1
engine/sources/stage_pre_lighting.h	BASENAME	sources/vostok/render/engine/sources/stage_pre_lighting.h;sources/vostok/render/engine/sources/stage_pre_lighting.cpp	stage_pre_lighting.h:1	target_evidence=1/1:stage_pre_lighting	stubs_in_counterpart=1
engine/sources/stage_screen_image.cpp	BASENAME	sources/vostok/render/engine/sources/stage_screen_image.h;sources/vostok/render/engine/sources/stage_screen_image.cpp	stage_screen_image.cpp:2;effect_manager.h:1;backend.h:1	target_evidence=4/5:backend,effect_manager,scr_quad_effect,stage_screen_image	stubs_in_counterpart=4
engine/sources/stage_screen_image.h	BASENAME	sources/vostok/render/engine/sources/stage_screen_image.h;sources/vostok/render/engine/sources/stage_screen_image.cpp	stage_screen_image.h:1	target_evidence=1/1:stage_screen_image	stubs_in_counterpart=4
engine/sources/stage_shadow_direct.cpp	BASENAME	sources/vostok/render/engine/sources/stage_shadow_direct.h;sources/vostok/render/engine/sources/stage_shadow_direct.cpp	backend.h:1;stage_shadow_direct.h:1;effect_manager.h:1	target_evidence=6/6:backend,effect_manager,math,stage_shadow_direct,statistics	stubs_in_counterpart=13
engine/sources/stage_shadow_direct.h	BASENAME	sources/vostok/render/engine/sources/stage_shadow_direct.h;sources/vostok/render/engine/sources/stage_shadow_direct.cpp	stage_shadow_direct.h:1	target_evidence=1/2:stage_shadow_direct	stubs_in_counterpart=13
engine/sources/stage_skybox.cpp	SYMBOL	sources/vostok/render/core/dx11/backend.h;sources/vostok/render/core/dx11/effect_manager.h	backend.h:1;effect_manager.h:1	target_evidence=2/6:backend,effect_manager	stubs_in_counterpart=7
engine/sources/stage_skybox.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/sources/stage_sun.cpp	BASENAME	sources/vostok/render/engine/sources/stage_sun.h;sources/vostok/render/engine/sources/stage_sun.cpp	backend.h:1;stage_sun.h:1;effect_manager.h:1	target_evidence=3/6:backend,effect_manager,stage_sun	stubs_in_counterpart=3
engine/sources/stage_sun.h	BASENAME	sources/vostok/render/engine/sources/stage_sun.h;sources/vostok/render/engine/sources/stage_sun.cpp	stage_sun.h:1	target_evidence=1/1:stage_sun	stubs_in_counterpart=3
engine/sources/stage_sun_materials.cpp	SYMBOL	sources/vostok/render/core/dx11/backend.h	backend.h:1	target_evidence=1/5:backend	stubs_in_counterpart=3
engine/sources/stage_sun_materials.h	SYMBOL	sources/vostok/render/engine/sources/sun_cascade.h	sun_cascade.h:1	target_evidence=1/2:sun_cascade	stubs_in_counterpart=0
engine/sources/stage_texture_mip_clamp_test.cpp	SYMBOL	sources/vostok/render/core/dx11/backend.h	backend.h:1	target_evidence=1/3:backend	stubs_in_counterpart=3
engine/sources/stage_view_mode.cpp	BASENAME	sources/vostok/render/engine/sources/stage_view_mode.cpp;sources/vostok/render/engine/sources/stage_view_mode.h	backend.h:1;stage_view_mode.h:1;effect_manager.h:1	target_evidence=5/5:backend,effect_manager,particle_shader_constants,stage_view_mode,statistics	stubs_in_counterpart=8
engine/sources/stage_view_mode.h	BASENAME	sources/vostok/render/engine/sources/stage_view_mode.cpp;sources/vostok/render/engine/sources/stage_view_mode.h	stage_view_mode.h:1	target_evidence=1/1:stage_view_mode	stubs_in_counterpart=8
engine/sources/statistics.cpp	BASENAME	sources/vostok/render/engine/sources/statistics.cpp;sources/vostok/render/engine/sources/statistics.h	statistics.h:22;backend.h:1;system_renderer.h:1	target_evidence=24/24:backend,cascaded_sun_shadow_statistics_group,deferred_decals_statistics_group,distortion_pass_statistics_group,forward_decals_statistics_group	stubs_in_counterpart=41
engine/sources/statistics.h	BASENAME	sources/vostok/render/engine/sources/statistics.cpp;sources/vostok/render/engine/sources/statistics.h	statistics.h:25	target_evidence=23/25:cascaded_sun_shadow_statistics_group,deferred_decals_statistics_group,distortion_pass_statistics_group,forward_decals_statistics_group,forward_stage_statistics_group	stubs_in_counterpart=41
engine/sources/statistics_inline.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
engine/sources/sun_cascade.h	BASENAME	sources/vostok/render/engine/sources/sun_cascade.h	sun_cascade.h:1	target_evidence=1/1:sun_cascade	stubs_in_counterpart=0
engine/sources/sun_position.cpp	BASENAME	sources/vostok/render/engine/sources/sun_position.h	-	target_evidence=1/1:math	stubs_in_counterpart=0
engine/sources/sun_position.h	BASENAME	sources/vostok/render/engine/sources/sun_position.h	sun_position.h:3	target_evidence=0/3	stubs_in_counterpart=0
engine/sources/system_renderer.cpp	BASENAME	sources/vostok/render/engine/sources/system_renderer.h;sources/vostok/render/engine/sources/system_renderer.cpp	system_renderer.cpp:1;stage_particles.h:1;backend.h:1	target_evidence=9/10:backend,boost,effect_manager,math,memory	stubs_in_counterpart=18
engine/sources/system_renderer.h	BASENAME	sources/vostok/render/engine/sources/system_renderer.h;sources/vostok/render/engine/sources/system_renderer.cpp	system_renderer.h:1	target_evidence=1/1:system_renderer	stubs_in_counterpart=18
engine/sources/terrain.cpp	SYMBOL	sources/vostok/render/core/dx11/resource_manager.h	resource_manager.h:1	target_evidence=2/3:collision,resource_manager	stubs_in_counterpart=0
engine/sources/terrain.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
engine/sources/terrain_cook.cpp	UNMAPPED	-	-	target_evidence=4/7:boost,fs_new,model_factory,resources	stubs_in_counterpart=0
engine/sources/terrain_cook.h	DEAD	-	-	target_evidence=0/3	stubs_in_counterpart=0
engine/sources/terrain_render_model.cpp	SYMBOL	sources/vostok/render/core/dx11/effect_manager.h	effect_manager.h:1	target_evidence=3/5:collision,effect_manager,physics	stubs_in_counterpart=4
engine/sources/terrain_render_model.h	DEAD	-	-	target_evidence=0/2	stubs_in_counterpart=0
engine/sources/terrain_texture_pool.cpp	SYMBOL	sources/vostok/render/core/dx11/resource_manager.h	resource_manager.h:1	target_evidence=1/2:resource_manager	stubs_in_counterpart=0
engine/sources/terrain_texture_pool.h	DEAD	-	-	target_evidence=0/2	stubs_in_counterpart=0
engine/sources/terrain_texture_pool_inline.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
engine/sources/texture_cook.cpp	BASENAME	sources/vostok/render/core/texture_cook.h;sources/vostok/render/core/dx11/texture_cook.h;sources/vostok/render/core/dx11/sources/texture_cook.cpp	texture_cook.h:2;texture_cook_wrapper.h:1	target_evidence=6/9:boost,memory,resources,texture_cook,texture_cook_wrapper	stubs_in_counterpart=6
engine/sources/texture_cook.h	BASENAME	sources/vostok/render/core/texture_cook.h;sources/vostok/render/core/dx11/texture_cook.h;sources/vostok/render/core/dx11/sources/texture_cook.cpp	texture_cook.h:2;texture_cook_wrapper.h:1	target_evidence=3/6:texture_cook,texture_cook_wrapper,texture_data_resource	stubs_in_counterpart=6
engine/sources/visual.cpp	SYMBOL	sources/vostok/render/core/dx11/backend.h;sources/vostok/render/core/dx11/effect_manager.h	backend.h:1;effect_manager.h:1	target_evidence=5/11:backend,decl_utils,effect_manager,render_visual,utils	stubs_in_counterpart=7
dx9/api.h	DX9	sources/vostok/render/api.h;sources/vostok/render/engine/api.h;sources/vostok/render/core/api.h;sources/vostok/render/core/dx11/api.h	-	target_evidence=0/0	stubs_in_counterpart=0
dx9/dx9_include.h	DX9	-	-	target_evidence=0/0	stubs_in_counterpart=0
dx9/library_linkage.h	DX9	sources/vostok/render/library_linkage.h;sources/vostok/render/engine/library_linkage.h;sources/vostok/render/core/library_linkage.h;sources/vostok/render/core/dx11/library_linkage.h;sources/vostok/render/facade/library_linkage.h	-	target_evidence=0/0	stubs_in_counterpart=0
dx9/render_include.h	DX9	sources/vostok/render/core/render_include.h	-	target_evidence=0/0	stubs_in_counterpart=0
dx9/renderer.h	DX9	sources/vostok/render/engine/sources/renderer.h;sources/vostok/render/engine/sources/renderer.cpp	base_command.h:1	target_evidence=0/1	stubs_in_counterpart=28
dx9/sources/backend.cpp	DX9	sources/vostok/render/core/backend.h;sources/vostok/render/core/dx11/backend.h;sources/vostok/render/core/dx11/sources/backend.cpp	backend.h:1	target_evidence=1/1:backend	stubs_in_counterpart=19
dx9/sources/backend.h	DX9	sources/vostok/render/core/backend.h;sources/vostok/render/core/dx11/backend.h;sources/vostok/render/core/dx11/sources/backend.cpp	backend.h:1	target_evidence=1/4:backend	stubs_in_counterpart=19
dx9/sources/backend_inline.h	DX9	-	-	target_evidence=0/0	stubs_in_counterpart=0
dx9/sources/constant_cache.cpp	DX9	-	-	target_evidence=0/1	stubs_in_counterpart=0
dx9/sources/constant_cache.h	DX9	-	-	target_evidence=0/3	stubs_in_counterpart=0
dx9/sources/editor_visual.h	DX9	-	-	target_evidence=0/1	stubs_in_counterpart=0
dx9/sources/index_stream.cpp	DX9	sources/vostok/render/core/dx11/resource_manager.h	resource_manager.h:1	target_evidence=1/2:resource_manager	stubs_in_counterpart=0
dx9/sources/index_stream.h	DX9	-	-	target_evidence=0/1	stubs_in_counterpart=0
dx9/sources/model_manager.cpp	DX9	sources/vostok/render/engine/sources/model_manager.h;sources/vostok/render/engine/sources/model_manager.cpp	portal_sector_structure.h:1	target_evidence=5/13:collector,collision,memory,std,utils	stubs_in_counterpart=5
dx9/sources/model_manager.h	DX9	sources/vostok/render/engine/sources/model_manager.h;sources/vostok/render/engine/sources/model_manager.cpp	portal_sector_structure.h:1	target_evidence=1/9:collector	stubs_in_counterpart=5
dx9/sources/model_manager_inline.h	DX9	-	-	target_evidence=0/0	stubs_in_counterpart=0
dx9/sources/pch.cpp	DX9	sources/vostok/render/engine/sources/pch.h;sources/vostok/render/engine/sources/pch.cpp;sources/vostok/render/core/dx11/sources/pch.h;sources/vostok/render/core/dx11/sources/pch.cpp;sources/vostok/render/facade/sources/pch.h;sources/vostok/render/facade/sources/pch.cpp	-	target_evidence=0/0	stubs_in_counterpart=0
dx9/sources/pch.h	DX9	sources/vostok/render/engine/sources/pch.h;sources/vostok/render/engine/sources/pch.cpp;sources/vostok/render/core/dx11/sources/pch.h;sources/vostok/render/core/dx11/sources/pch.cpp;sources/vostok/render/facade/sources/pch.h;sources/vostok/render/facade/sources/pch.cpp	-	target_evidence=0/0	stubs_in_counterpart=0
dx9/sources/render_dx9.vcproj	DX9	-	-	target_evidence=0/0	stubs_in_counterpart=0
dx9/sources/render_queue.h	DX9	-	-	target_evidence=0/3	stubs_in_counterpart=0
dx9/sources/scene_context.cpp	DX9	sources/vostok/render/core/dx11/backend.h	backend.h:1	target_evidence=1/2:backend	stubs_in_counterpart=3
dx9/sources/scene_context.h	DX9	-	-	target_evidence=0/1	stubs_in_counterpart=0
dx9/sources/scene_render.cpp	DX9	sources/vostok/render/core/dx11/backend.h;sources/vostok/render/core/dx11/resource_manager.h	backend.h:1;resource_manager.h:1	target_evidence=5/9:backend,boost,math,resource_manager,resources	stubs_in_counterpart=3
dx9/sources/scene_render.h	DX9	-	-	target_evidence=0/1	stubs_in_counterpart=0
dx9/sources/stage.cpp	DX9	sources/vostok/render/engine/sources/stage.cpp;sources/vostok/render/engine/sources/stage.h	stage.h:1	target_evidence=1/1:stage	stubs_in_counterpart=5
dx9/sources/stage.h	DX9	sources/vostok/render/engine/sources/stage.cpp;sources/vostok/render/engine/sources/stage.h	stage.h:1	target_evidence=1/1:stage	stubs_in_counterpart=5
dx9/sources/stage_combine.cpp	DX9	-	-	target_evidence=0/1	stubs_in_counterpart=0
dx9/sources/stage_combine.h	DX9	-	-	target_evidence=0/1	stubs_in_counterpart=0
dx9/sources/stage_gbuffer.cpp	DX9	sources/vostok/render/engine/sources/stage_gbuffer.h;sources/vostok/render/engine/sources/stage_gbuffer.cpp	stage_gbuffer.h:1;backend.h:1	target_evidence=2/3:backend,stage_gbuffer	stubs_in_counterpart=16
dx9/sources/stage_gbuffer.h	DX9	sources/vostok/render/engine/sources/stage_gbuffer.h;sources/vostok/render/engine/sources/stage_gbuffer.cpp	stage_gbuffer.h:1	target_evidence=1/1:stage_gbuffer	stubs_in_counterpart=16
dx9/sources/stage_lights.cpp	DX9	sources/vostok/render/engine/sources/stage_lights.cpp;sources/vostok/render/engine/sources/stage_lights.h	stage_lights.h:1;backend.h:1	target_evidence=2/2:backend,stage_lights	stubs_in_counterpart=25
dx9/sources/stage_lights.h	DX9	sources/vostok/render/engine/sources/stage_lights.cpp;sources/vostok/render/engine/sources/stage_lights.h	stage_lights.h:1	target_evidence=1/1:stage_lights	stubs_in_counterpart=25
dx9/sources/stage_pre_lighting.cpp	DX9	sources/vostok/render/engine/sources/stage_pre_lighting.h;sources/vostok/render/engine/sources/stage_pre_lighting.cpp	backend.h:1;stage_pre_lighting.h:1	target_evidence=2/2:backend,stage_pre_lighting	stubs_in_counterpart=1
dx9/sources/stage_pre_lighting.h	DX9	sources/vostok/render/engine/sources/stage_pre_lighting.h;sources/vostok/render/engine/sources/stage_pre_lighting.cpp	stage_pre_lighting.h:1	target_evidence=1/1:stage_pre_lighting	stubs_in_counterpart=1
dx9/sources/stage_screen_image.cpp	DX9	sources/vostok/render/engine/sources/stage_screen_image.h;sources/vostok/render/engine/sources/stage_screen_image.cpp	stage_screen_image.h:1;backend.h:1	target_evidence=2/4:backend,stage_screen_image	stubs_in_counterpart=4
dx9/sources/stage_screen_image.h	DX9	sources/vostok/render/engine/sources/stage_screen_image.h;sources/vostok/render/engine/sources/stage_screen_image.cpp	stage_screen_image.h:1	target_evidence=1/1:stage_screen_image	stubs_in_counterpart=4
dx9/sources/stage_skybox.cpp	DX9	sources/vostok/render/core/dx11/backend.h	backend.h:1	target_evidence=1/5:backend	stubs_in_counterpart=3
dx9/sources/stage_skybox.h	DX9	-	-	target_evidence=0/1	stubs_in_counterpart=0
dx9/sources/stage_sun.cpp	DX9	sources/vostok/render/engine/sources/stage_sun.h;sources/vostok/render/engine/sources/stage_sun.cpp	stage_sun.h:1	target_evidence=1/4:stage_sun	stubs_in_counterpart=3
dx9/sources/stage_sun.h	DX9	sources/vostok/render/engine/sources/stage_sun.h;sources/vostok/render/engine/sources/stage_sun.cpp	sun_cascade.h:1;stage_sun.h:1	target_evidence=2/2:stage_sun,sun_cascade	stubs_in_counterpart=3
dx9/sources/stage_sun_materials.cpp	DX9	-	-	target_evidence=0/4	stubs_in_counterpart=0
dx9/sources/stage_sun_materials.h	DX9	sources/vostok/render/engine/sources/sun_cascade.h	sun_cascade.h:1	target_evidence=1/2:sun_cascade	stubs_in_counterpart=0
dx9/sources/vertex_stream.cpp	DX9	sources/vostok/render/core/dx11/resource_manager.h	resource_manager.h:1	target_evidence=1/2:resource_manager	stubs_in_counterpart=0
dx9/sources/vertex_stream.h	DX9	-	-	target_evidence=0/1	stubs_in_counterpart=0
dx9/sources/visual.cpp	DX9	sources/vostok/render/core/dx11/backend.h	backend.h:1	target_evidence=4/11:backend,collision,render_visual,utils	stubs_in_counterpart=3
dx9/sources/visual.h	DX9	-	-	target_evidence=1/11:render_visual	stubs_in_counterpart=0
core/backend_handlers_inline.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
core/blender_defines.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
core/constant.h	DEAD	-	-	target_evidence=0/4	stubs_in_counterpart=0
core/constant_bindings.h	DEAD	-	-	target_evidence=0/2	stubs_in_counterpart=0
core/constant_defines.h	SYMBOL	sources/vostok/render/core/shader_constant_defines.h	shader_constant_defines.h:3	target_evidence=1/3:enum_constant_type	stubs_in_counterpart=0
core/constant_inline.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
core/custom_config.h	BASENAME	sources/vostok/render/core/custom_config.h;sources/vostok/render/core/dx11/sources/custom_config.cpp	-	target_evidence=0/0	stubs_in_counterpart=29
core/custom_config_value.h	BASENAME	sources/vostok/render/core/custom_config_value.h;sources/vostok/render/core/dx11/sources/custom_config_value.cpp	-	target_evidence=0/0	stubs_in_counterpart=3
core/custom_config_value_inline.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
core/decl_utils.h	BASENAME	sources/vostok/render/core/decl_utils.h;sources/vostok/render/core/dx11/decl_utils.h;sources/vostok/render/core/dx11/sources/decl_utils.cpp	-	target_evidence=0/0	stubs_in_counterpart=3
core/destroy_data_helper.h	BASENAME	sources/vostok/render/core/destroy_data_helper.h	-	target_evidence=0/0	stubs_in_counterpart=0
core/device_caps.h	BASENAME	sources/vostok/render/core/dx11/device_caps.h	-	target_evidence=0/0	stubs_in_counterpart=0
core/device_inline.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
core/dx10_defines.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
core/effect_compiler.h	BASENAME	sources/vostok/render/core/dx11/effect_compiler.h;sources/vostok/render/core/dx11/sources/effect_compiler.cpp	-	target_evidence=0/0	stubs_in_counterpart=24
core/effect_constant_storage.h	BASENAME	sources/vostok/render/core/dx11/effect_constant_storage.h;sources/vostok/render/core/dx11/sources/effect_constant_storage.cpp	-	target_evidence=0/0	stubs_in_counterpart=0
core/effect_cook.h	BASENAME	sources/vostok/render/core/effect_cook.h;sources/vostok/render/core/dx11/effect_cook.h;sources/vostok/render/core/dx11/sources/effect_cook.cpp	-	target_evidence=0/0	stubs_in_counterpart=6
core/effect_descriptor.h	BASENAME	sources/vostok/render/core/effect_descriptor.h;sources/vostok/render/core/dx11/sources/effect_descriptor.cpp	-	target_evidence=0/0	stubs_in_counterpart=4
core/effect_manager.h	BASENAME	sources/vostok/render/core/effect_manager.h;sources/vostok/render/core/dx11/effect_manager.h;sources/vostok/render/core/dx11/sources/effect_manager.cpp	-	target_evidence=0/0	stubs_in_counterpart=22
core/effect_manager_inline.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
core/effect_options_descriptor.h	BASENAME	sources/vostok/render/core/effect_options_descriptor.h;sources/vostok/render/core/dx11/sources/effect_options_descriptor.cpp	-	target_evidence=0/0	stubs_in_counterpart=8
core/gpu_timer.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
core/index_buffer.h	BASENAME	sources/vostok/render/core/index_buffer.h;sources/vostok/render/core/dx11/sources/index_buffer.cpp	index_buffer.h:1	target_evidence=1/1:index_buffer	stubs_in_counterpart=3
core/index_buffer_inline.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
core/index_stream.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
core/library_linkage.h	BASENAME	sources/vostok/render/library_linkage.h;sources/vostok/render/engine/library_linkage.h;sources/vostok/render/core/library_linkage.h;sources/vostok/render/core/dx11/library_linkage.h;sources/vostok/render/facade/library_linkage.h	-	target_evidence=0/0	stubs_in_counterpart=0
core/options.h	BASENAME	sources/vostok/render/core/options.h;sources/vostok/render/core/dx11/sources/options.cpp	options.h:2	target_evidence=2/2:options,render_cc	stubs_in_counterpart=31
core/pix_event_wrapper.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
core/quasi_singleton.h	BASENAME	sources/vostok/render/core/quasi_singleton.h	quasi_singleton.h:1	target_evidence=0/1	stubs_in_counterpart=0
core/render_options.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
core/render_target.h	BASENAME	sources/vostok/render/engine/sources/render_target.h;sources/vostok/render/core/render_target.h;sources/vostok/render/core/dx11/render_target.h;sources/vostok/render/core/dx11/sources/render_target.cpp	-	target_evidence=0/0	stubs_in_counterpart=8
core/res_buffer.h	SYMBOL	sources/vostok/render/core/untyped_buffer.h	untyped_buffer.h:1	target_evidence=1/2:enum_buffer_type	stubs_in_counterpart=0
core/res_buffer_inline.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
core/res_common.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
core/res_common_inline.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
core/res_constant_buffer.h	DEAD	-	-	target_evidence=0/2	stubs_in_counterpart=0
core/res_constant_buffer_inline.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
core/res_constant_table.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
core/res_declaration.h	BASENAME	sources/vostok/render/core/dx11/res_declaration.h;sources/vostok/render/core/dx11/sources/res_declaration.cpp	-	target_evidence=0/0	stubs_in_counterpart=4
core/res_effect.h	BASENAME	sources/vostok/render/core/res_effect.h;sources/vostok/render/core/dx11/sources/res_effect.cpp	-	target_evidence=0/0	stubs_in_counterpart=12
core/res_geometry.h	BASENAME	sources/vostok/render/engine/sources/res_geometry.h;sources/vostok/render/core/dx11/res_geometry.h;sources/vostok/render/core/dx11/sources/res_geometry.cpp	-	target_evidence=0/0	stubs_in_counterpart=4
core/res_gs_hw.h	BASENAME	sources/vostok/render/core/dx11/sources/res_gs_hw.cpp	-	target_evidence=0/0	stubs_in_counterpart=1
core/res_input_layout.h	BASENAME	sources/vostok/render/core/dx11/res_input_layout.h;sources/vostok/render/core/dx11/sources/res_input_layout.cpp	-	target_evidence=0/0	stubs_in_counterpart=3
core/res_ps_hw.h	BASENAME	sources/vostok/render/core/dx11/sources/res_ps_hw.cpp	-	target_evidence=0/0	stubs_in_counterpart=1
core/res_rt.h	DEAD	-	-	target_evidence=0/2	stubs_in_counterpart=0
core/res_sampler_state.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
core/res_signature.h	BASENAME	sources/vostok/render/core/dx11/res_signature.h;sources/vostok/render/core/dx11/sources/res_signature.cpp	-	target_evidence=0/0	stubs_in_counterpart=2
core/res_state.h	BASENAME	sources/vostok/render/core/res_state.h;sources/vostok/render/core/dx11/res_state.h;sources/vostok/render/core/dx11/sources/res_state.cpp	-	target_evidence=0/0	stubs_in_counterpart=4
core/res_texture_list.h	BASENAME	sources/vostok/render/core/res_texture_list.h;sources/vostok/render/core/dx11/sources/res_texture_list.cpp	res_texture_list.h:1	target_evidence=1/1:res_texture_list	stubs_in_counterpart=6
core/res_vs_hw.h	BASENAME	sources/vostok/render/core/dx11/sources/res_vs_hw.cpp	-	target_evidence=0/0	stubs_in_counterpart=1
core/res_xs.h	BASENAME	sources/vostok/render/core/res_xs.h;sources/vostok/render/core/dx11/res_xs.h;sources/vostok/render/core/dx11/sources/res_xs.cpp	res_xs.h:1	target_evidence=1/1:res_xs	stubs_in_counterpart=7
core/res_xs_hw.h	BASENAME	sources/vostok/render/core/dx11/res_xs_hw.h	-	target_evidence=0/0	stubs_in_counterpart=5
core/res_xs_hw_impl.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
core/resource_intrusive_base.h	BASENAME	sources/vostok/render/core/resource_intrusive_base.h	resource_intrusive_base.h:1	target_evidence=1/1:resource_intrusive_base	stubs_in_counterpart=0
core/resource_intrusive_base_inline.h	BASENAME	sources/vostok/render/core/resource_intrusive_base_inline.h	-	target_evidence=0/0	stubs_in_counterpart=0
core/resource_manager.h	BASENAME	sources/vostok/render/core/resource_manager.h;sources/vostok/render/core/dx11/resource_manager.h;sources/vostok/render/core/dx11/sources/resource_manager.cpp	-	target_evidence=0/0	stubs_in_counterpart=80
core/resource_manager_inline.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
core/sampler_state_descriptor.h	BASENAME	sources/vostok/render/core/dx11/sampler_state_descriptor.h	-	target_evidence=0/0	stubs_in_counterpart=0
core/sampler_state_descriptor_inline.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
core/shader_cache.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
core/shader_configuration.h	BASENAME	sources/vostok/render/core/shader_configuration.h;sources/vostok/render/core/dx11/shader_configuration.h	-	target_evidence=0/0	stubs_in_counterpart=0
core/shader_constant_binding.h	BASENAME	sources/vostok/render/core/shader_constant_binding.h	shader_constant_binding.h:1	target_evidence=1/1:shader_constant_binding	stubs_in_counterpart=0
core/shader_constant_binding_inline.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
core/shader_constant_bindings.h	BASENAME	sources/vostok/render/core/shader_constant_bindings.h	shader_constant_bindings.h:1	target_evidence=1/1:shader_constant_bindings	stubs_in_counterpart=0
core/shader_constant_bindings_inline.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
core/shader_declarated_macros.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
core/shader_include_getter.h	BASENAME	sources/vostok/render/core/shader_include_getter.h	shader_include_getter.h:1	target_evidence=1/1:shader_include_getter	stubs_in_counterpart=0
core/shader_macros.h	BASENAME	sources/vostok/render/core/shader_macros.h;sources/vostok/render/core/dx11/sources/shader_macros.cpp	shader_macros.h:2	target_evidence=2/2:shader_macro,shader_macros	stubs_in_counterpart=9
core/sorted_vector.h	DEAD	-	-	target_evidence=0/1	stubs_in_counterpart=0
core/sorted_vector_inline.h	UNMAPPED	-	-	target_evidence=0/0	stubs_in_counterpart=0
